visit_date,device_category,page_type,event_category,event_action,count_events,holiday,weekend,day_off
2022-06-21,mobile,SellerNet,Listing Management,Click-Listing Note,6,0,0,0
2022-06-21,mobile,Other Consumer Pages,Listing Creation,Click-Post Listing,316,0,0,0
2022-06-21,tablet,LDP,Listing Creation,Click-Post Listing,1,0,0,0
2022-06-21,tablet,SellerNet,Listing Creation,Click-Post Listing,49,0,0,0
2022-06-21,desktop,LDP,Listing Creation,Click-Post Listing,51,0,0,0
2022-06-21,mobile,SellerNet,Listing Creation,Click-Post Listing,415,0,0,0
2022-06-21,desktop,Legacy,Listing Creation,Click-Post Listing,1144,0,0,0
2022-06-21,desktop,SellerNet,Listing Creation,Click-Post Listing,7262,0,0,0
2022-06-21,desktop,SRP,Listing Creation,Click-Post Listing,164,0,0,0
2022-06-21,desktop,Other Consumer Pages,Listing Creation,Click-Post Listing,583,0,0,0
2022-06-21,mobile,SRP,Listing Creation,Click-Post Listing,68,0,0,0
2022-06-21,tablet,Other Consumer Pages,Listing Creation,Click-Post Listing,3,0,0,0
2022-06-21,tablet,Legacy,Listing Creation,Click-Post Listing,6,0,0,0
2022-06-21,mobile,LDP,Listing Creation,Click-Post Listing,12,0,0,0
2022-06-21,tablet,SRP,Listing Creation,Click-Post Listing,1,0,0,0
2022-06-21,mobile,Legacy,Listing Creation,Click-Post Listing,75,0,0,0
2022-06-21,desktop,SRP,Engagement,Click-Search Guess,87,0,0,0
2022-06-21,mobile,SRP,Engagement,Click-Search Guess,178,0,0,0
2022-06-21,tablet,SRP,Engagement,Click-Search Guess,4,0,0,0
2022-06-21,mobile,Other Consumer Pages,Conversion,Lead-Company Phone,2,0,0,0
2022-06-21,desktop,Other Consumer Pages,Conversion,Lead-Company Phone,5,0,0,0
2022-06-21,desktop,SellerNet,Listing Management,Share-Facebook LMP,37,0,0,0
2022-06-21,mobile,SellerNet,Listing Management,Share-Facebook LMP,10,0,0,0
2022-06-21,mobile,B2B,undefined,listing-direct-pdp,28,0,0,0
2022-06-21,desktop,B2B,undefined,listing-direct-pdp,22,0,0,0
2022-06-21,mobile,SellerNet,Listing Renewal,Activate-Auto Renew,141,0,0,0
2022-06-21,tablet,SellerNet,Listing Renewal,Activate-Auto Renew,12,0,0,0
2022-06-21,desktop,SellerNet,Listing Renewal,Activate-Auto Renew,717,0,0,0
2022-06-21,mobile,SellerNet,Listing Management,Click-Clone Listing,119,0,0,0
2022-06-21,desktop,SellerNet,Listing Creation,Click-Reset Map LCP,208,0,0,0
2022-06-21,mobile,SellerNet,Listing Creation,Click-Reset Map LCP,138,0,0,0
2022-06-21,mobile,SRP,Search,Click-Search Button,18427,0,0,0
2022-06-21,desktop,LDP,Search,Click-Search Button,1610,0,0,0
2022-06-21,tablet,SRP,Search,Click-Search Button,652,0,0,0
2022-06-21,desktop,Other Consumer Pages,Search,Click-Search Button,5342,0,0,0
2022-06-21,desktop,SRP,Search,Click-Search Button,20318,0,0,0
2022-06-21,tablet,Other Consumer Pages,Search,Click-Search Button,178,0,0,0
2022-06-21,mobile,Other Consumer Pages,Search,Click-Search Button,5122,0,0,0
2022-06-21,mobile,LDP,Search,Click-Search Button,782,0,0,0
2022-06-21,mobile,B2B,Search,Click-Search Button,99,0,0,0
2022-06-21,desktop,B2B,Search,Click-Search Button,1,0,0,0
2022-06-21,tablet,LDP,Search,Click-Search Button,28,0,0,0
2022-06-21,desktop,SellerNet,Listing Creation,Click-Vip Type Menu,6393,0,0,0
2022-06-21,mobile,SellerNet,Listing Creation,Click-Vip Type Menu,816,0,0,0
2022-06-21,tablet,SellerNet,Listing Creation,Click-Vip Type Menu,76,0,0,0
2022-06-21,mobile,LDP,Engagement,Navigate-LDP to PDP,1468,0,0,0
2022-06-21,desktop,LDP,Engagement,Navigate-LDP to PDP,536,0,0,0
2022-06-21,mobile,Other Consumer Pages,Engagement,Navigate-LDP to PDP,1,0,0,0
2022-06-21,tablet,LDP,Engagement,Navigate-LDP to PDP,25,0,0,0
2022-06-21,desktop,B2B,Engagement,Navigate-PDP to SRP,53,0,0,0
2022-06-21,mobile,B2B,Engagement,Navigate-PDP to SRP,31,0,0,0
2022-06-21,tablet,B2B,Engagement,Navigate-PDP to SRP,2,0,0,0
2022-06-21,mobile,B2B,Engagement,Navigate-PLP To PDP,132,0,0,0
2022-06-21,desktop,B2B,Engagement,Navigate-PLP To PDP,598,0,0,0
2022-06-21,tablet,B2B,Engagement,Navigate-PLP To PDP,4,0,0,0
2022-06-21,tablet,Other Consumer Pages,Engagement,Navigate-SRP to LDP,44,0,0,0
2022-06-21,tablet,SRP,Engagement,Navigate-SRP to LDP,5046,0,0,0
2022-06-21,desktop,Other Consumer Pages,Engagement,Navigate-SRP to LDP,873,0,0,0
2022-06-21,mobile,Other Consumer Pages,Engagement,Navigate-SRP to LDP,2183,0,0,0
2022-06-21,desktop,SRP,Engagement,Navigate-SRP to LDP,87359,0,0,0
2022-06-21,mobile,SRP,Engagement,Navigate-SRP to LDP,199616,0,0,0
2022-06-21,desktop,SellerNet,Listing Management,Share-Copy Link LMP,190,0,0,0
2022-06-21,mobile,SellerNet,Listing Management,Share-Copy Link LMP,61,0,0,0
2022-06-21,tablet,SellerNet,Listing Management,Share-Copy Link LMP,1,0,0,0
2022-06-21,desktop,SellerNet,Pro Account,Click-Buy Pro Accept,88,0,0,0
2022-06-21,mobile,SellerNet,Pro Account,Click-Buy Pro Accept,14,0,0,0
2022-06-21,tablet,SellerNet,Pro Account,Click-Buy Pro Accept,1,0,0,0
2022-06-21,desktop,SellerNet,Pro Account,Click-Buy Pro Cancel,5,0,0,0
2022-06-21,desktop,SellerNet,Listing Management,Click-Delete Listing,516,0,0,0
2022-06-21,tablet,SellerNet,Listing Management,Click-Delete Listing,2,0,0,0
2022-06-21,mobile,SellerNet,Listing Management,Click-Delete Listing,171,0,0,0
2022-06-21,mobile,B2B,Engagement,Click-Review Tab PDP,1,0,0,0
2022-06-21,desktop,B2B,Engagement,Click-Review Tab PDP,3,0,0,0
2022-06-21,tablet,SRP,Engagement,Click-SRP Suggestion,7,0,0,0
2022-06-21,desktop,SRP,Engagement,Click-SRP Suggestion,314,0,0,0
2022-06-21,mobile,SRP,Engagement,Click-SRP Suggestion,399,0,0,0
2022-06-21,desktop,SellerNet,Listing Management,Click-Up Listing LMP,35636,0,0,0
2022-06-21,tablet,SellerNet,Listing Management,Click-Up Listing LMP,258,0,0,0
2022-06-21,mobile,SellerNet,Listing Management,Click-Up Listing LMP,9809,0,0,0
2022-06-21,desktop,B2B,Engagement,Click-View Video PDP,107,0,0,0
2022-06-21,mobile,B2B,Engagement,Click-View Video PDP,201,0,0,0
2022-06-21,tablet,B2B,Engagement,Click-View Video PDP,6,0,0,0
2022-06-21,tablet,SRP,Search,Display-Search Guess,343,0,0,0
2022-06-21,desktop,SRP,Search,Display-Search Guess,9010,0,0,0
2022-06-21,mobile,SRP,Search,Display-Search Guess,14761,0,0,0
2022-06-21,desktop,B2B,Conversion,Lead-Developer Phone,2,0,0,0
2022-06-21,mobile,B2B,Engagement,Click-General Tab PDP,12,0,0,0
2022-06-21,desktop,B2B,Engagement,Click-General Tab PDP,31,0,0,0
2022-06-21,tablet,B2B,Engagement,Click-Listing Tab PDP,2,0,0,0
2022-06-21,mobile,B2B,Engagement,Click-Listing Tab PDP,27,0,0,0
2022-06-21,desktop,B2B,Engagement,Click-Listing Tab PDP,97,0,0,0
2022-06-21,tablet,B2B,Engagement,Click-Payment Tab PDP,1,0,0,0
2022-06-21,mobile,B2B,Engagement,Click-Payment Tab PDP,35,0,0,0
2022-06-21,desktop,B2B,Engagement,Click-Payment Tab PDP,60,0,0,0
2022-06-21,desktop,SellerNet,Listing Management,Click-Ranking SRP LMP,686,0,0,0
2022-06-21,mobile,SellerNet,Listing Management,Click-Ranking SRP LMP,158,0,0,0
2022-06-21,tablet,SellerNet,Listing Management,Click-Ranking SRP LMP,2,0,0,0
2022-06-21,mobile,SellerNet,Listing Creation,Click-Select VIP Type,692,0,0,0
2022-06-21,tablet,SellerNet,Listing Creation,Click-Select VIP Type,24,0,0,0
2022-06-21,desktop,SellerNet,Listing Creation,Click-Select VIP Type,4863,0,0,0
2022-06-21,desktop,SellerNet,Listing Management,Click-View In Website,11680,0,0,0
2022-06-21,mobile,SellerNet,Listing Management,Click-View In Website,2568,0,0,0
2022-06-21,tablet,SellerNet,Listing Management,Click-View In Website,109,0,0,0
2022-06-21,desktop,SellerNet,Listing Management,Click-View Statistics,2685,0,0,0
2022-06-21,tablet,SellerNet,Listing Management,Click-View Statistics,32,0,0,0
2022-06-21,mobile,SellerNet,Listing Management,Click-View Statistics,817,0,0,0
2022-06-21,tablet,SellerNet,Listing Renewal,Deactivate-Auto Renew,1,0,0,0
2022-06-21,mobile,SellerNet,Listing Renewal,Deactivate-Auto Renew,22,0,0,0
2022-06-21,desktop,SellerNet,Listing Renewal,Deactivate-Auto Renew,176,0,0,0
2022-06-21,desktop,SellerNet,Pro Account,Buy Pro Account Result,76,0,0,0
2022-06-21,tablet,SellerNet,Pro Account,Buy Pro Account Result,1,0,0,0
2022-06-21,mobile,SellerNet,Pro Account,Buy Pro Account Result,10,0,0,0
2022-06-21,desktop,SellerNet,Listing Management,Click-Listing Note LMP,270,0,0,0
2022-06-21,tablet,SellerNet,Listing Management,Click-Listing Note LMP,1,0,0,0
2022-06-21,mobile,SellerNet,Listing Management,Click-Listing Note LMP,63,0,0,0
2022-06-21,mobile,LDP,Engagement,Click-More Actions LDP,653,0,0,0
2022-06-21,desktop,LDP,Engagement,Click-More Actions LDP,6,0,0,0
2022-06-21,tablet,LDP,Engagement,Click-More Actions LDP,4,0,0,0
2022-06-21,desktop,SRP,Engagement,Click-More Listing SRP,54,0,0,0
2022-06-21,mobile,Other Consumer Pages,Engagement,Click-More Listing SRP,161,0,0,0
2022-06-21,tablet,SRP,Engagement,Click-More Listing SRP,819,0,0,0
2022-06-21,tablet,Other Consumer Pages,Engagement,Click-More Listing SRP,3,0,0,0
2022-06-21,mobile,SRP,Engagement,Click-More Listing SRP,48319,0,0,0
2022-06-21,desktop,B2B,Engagement,Click-Review Video PDP,3,0,0,0
2022-06-21,mobile,Other Consumer Pages,Engagement,Click-Sort Listing SRP,12,0,0,0
2022-06-21,mobile,SRP,Engagement,Click-Sort Listing SRP,7046,0,0,0
2022-06-21,desktop,SRP,Engagement,Click-Sort Listing SRP,4061,0,0,0
2022-06-21,desktop,Other Consumer Pages,Engagement,Click-Sort Listing SRP,18,0,0,0
2022-06-21,tablet,SRP,Engagement,Click-Sort Listing SRP,196,0,0,0
2022-06-21,tablet,LDP,Conversion,Lead-Request Call Back,3,0,0,0
2022-06-21,desktop,LDP,Conversion,Lead-Request Call Back,148,0,0,0
2022-06-21,mobile,LDP,Conversion,Lead-Request Call Back,310,0,0,0
2022-06-21,desktop,B2B,Conversion,Lead-Request More Info,7,0,0,0
2022-06-21,mobile,B2B,Conversion,Lead-Request More Info,20,0,0,0
2022-06-21,mobile,B2B,Engagement,Payment Calculated PDP,1109,0,0,0
2022-06-21,desktop,B2B,Engagement,Payment Calculated PDP,907,0,0,0
2022-06-21,tablet,SellerNet,Listing Management,Click-Renew Listing LMP,134,0,0,0
2022-06-21,desktop,SellerNet,Listing Management,Click-Renew Listing LMP,15652,0,0,0
2022-06-21,mobile,SellerNet,Listing Management,Click-Renew Listing LMP,3876,0,0,0
2022-06-21,desktop,SellerNet,Listing Management,Click-Request Call Back,32,0,0,0
2022-06-21,mobile,SellerNet,Listing Management,Click-Request Call Back,23,0,0,0
2022-06-21,desktop,B2B,Conversion,Click-Request More Info,20,0,0,0
2022-06-21,tablet,B2B,Conversion,Click-Request More Info,1,0,0,0
2022-06-21,mobile,B2B,Conversion,Click-Request More Info,29,0,0,0
2022-06-21,tablet,SRP,Engagement,Click-Search Suggestion,17,0,0,0
2022-06-21,mobile,LDP,Engagement,Click-Search Suggestion,168,0,0,0
2022-06-21,desktop,LDP,Engagement,Click-Search Suggestion,282,0,0,0
2022-06-21,tablet,LDP,Engagement,Click-Search Suggestion,3,0,0,0
2022-06-21,desktop,Other Consumer Pages,Engagement,Click-Search Suggestion,1083,0,0,0
2022-06-21,desktop,SRP,Engagement,Click-Search Suggestion,1501,0,0,0
2022-06-21,mobile,Other Consumer Pages,Engagement,Click-Search Suggestion,1026,0,0,0
2022-06-21,mobile,SRP,Engagement,Click-Search Suggestion,990,0,0,0
2022-06-21,mobile,B2B,Engagement,Click-Search Suggestion,4,0,0,0
2022-06-21,tablet,Other Consumer Pages,Engagement,Click-Search Suggestion,19,0,0,0
2022-06-21,mobile,LDP,Search,Click-Search button B2B,7,0,0,0
2022-06-21,mobile,B2B,Search,Click-Search button B2B,31,0,0,0
2022-06-21,mobile,SRP,Search,Click-Search button B2B,42,0,0,0
2022-06-21,mobile,Other Consumer Pages,Search,Click-Search button B2B,35,0,0,0
2022-06-21,desktop,Other Consumer Pages,Search,Click-Search button B2B,47,0,0,0
2022-06-21,tablet,Other Consumer Pages,Search,Click-Search button B2B,4,0,0,0
2022-06-21,mobile,B2B,Engagement,Click-Share Options PDP,7,0,0,0
2022-06-21,tablet,SellerNet,Listing Creation,Click-Spotlight Feature,38,0,0,0
2022-06-21,mobile,SellerNet,Listing Creation,Click-Spotlight Feature,563,0,0,0
2022-06-21,desktop,SellerNet,Listing Creation,Click-Spotlight Feature,3744,0,0,0
2022-06-21,mobile,SellerNet,Listing Management,Click-Statistic Tab LMP,151,0,0,0
2022-06-21,tablet,SellerNet,Listing Management,Click-Statistic Tab LMP,6,0,0,0
2022-06-21,desktop,SellerNet,Listing Management,Click-Statistic Tab LMP,465,0,0,0
2022-06-21,mobile,SellerNet,Listing Management,Click-Unpublish Listing,42,0,0,0
2022-06-21,tablet,SellerNet,Listing Management,Click-Unpublish Listing,2,0,0,0
2022-06-21,desktop,SellerNet,Listing Management,Click-Unpublish Listing,132,0,0,0
2022-06-21,mobile,B2B,Engagement,Display - FAQ Title PDP,8,0,0,0
2022-06-21,desktop,B2B,Engagement,Display - FAQ Title PDP,15,0,0,0
2022-06-21,tablet,B2B,Engagement,Display - FAQ Title PDP,1,0,0,0
2022-06-21,desktop,B2B,Engagement,Display-Listing Tab PDP,2556,0,0,0
2022-06-21,tablet,B2B,Engagement,Display-Listing Tab PDP,45,0,0,0
2022-06-21,mobile,B2B,Engagement,Display-Listing Tab PDP,678,0,0,0
2022-06-21,desktop,B2B,Engagement,Navigate-PDP to Listing,177,0,0,0
2022-06-21,tablet,B2B,Engagement,Navigate-PDP to Listing,4,0,0,0
2022-06-21,mobile,B2B,Engagement,Navigate-PDP to Listing,146,0,0,0
2022-06-21,mobile,SellerNet,Listing Creation,Click-Address Suggestion,364,0,0,0
2022-06-21,tablet,SellerNet,Listing Creation,Click-Address Suggestion,17,0,0,0
2022-06-21,desktop,SellerNet,Listing Creation,Click-Address Suggestion,3009,0,0,0
2022-06-21,desktop,B2B,Engagement,Click-Project Review PDP,4,0,0,0
2022-06-21,mobile,B2B,Engagement,Click-Project Review PDP,1,0,0,0
2022-06-21,tablet,SellerNet,Listing Creation,Click-Promotion Dropdown,10,0,0,0
2022-06-21,desktop,SellerNet,Listing Creation,Click-Promotion Dropdown,2774,0,0,0
2022-06-21,mobile,SellerNet,Listing Creation,Click-Promotion Dropdown,310,0,0,0
2022-06-21,tablet,LDP,Engagement,Click-Report Listing LDP,7,0,0,0
2022-06-21,desktop,LDP,Engagement,Click-Report Listing LDP,14,0,0,0
2022-06-21,mobile,LDP,Engagement,Click-Report Listing LDP,109,0,0,0
2022-06-21,desktop,LDP,Engagement,View Expired Listing LDP,1715,0,0,0
2022-06-21,tablet,LDP,Engagement,View Expired Listing LDP,39,0,0,0
2022-06-21,mobile,LDP,Engagement,View Expired Listing LDP,1812,0,0,0
2022-06-21,tablet,SellerNet,Pro Account,Click-Buy Now Pro Account,1,0,0,0
2022-06-21,desktop,SellerNet,Pro Account,Click-Buy Now Pro Account,172,0,0,0
2022-06-21,mobile,SellerNet,Pro Account,Click-Buy Now Pro Account,28,0,0,0
2022-06-21,desktop,LDP,Engagement,Click-SRP Suggestion Link,2985,0,0,0
2022-06-21,desktop,SRP,Engagement,Click-SRP Suggestion Link,10797,0,0,0
2022-06-21,desktop,Other Consumer Pages,Engagement,Click-SRP Suggestion Link,8,0,0,0
2022-06-21,tablet,Other Consumer Pages,Engagement,Click-SRP Suggestion Link,1,0,0,0
2022-06-21,tablet,SRP,Engagement,Click-SRP Suggestion Link,501,0,0,0
2022-06-21,mobile,LDP,Engagement,Click-SRP Suggestion Link,4194,0,0,0
2022-06-21,mobile,SRP,Engagement,Click-SRP Suggestion Link,12412,0,0,0
2022-06-21,tablet,LDP,Engagement,Click-SRP Suggestion Link,140,0,0,0
2022-06-21,mobile,Other Consumer Pages,Engagement,Click-SRP Suggestion Link,9,0,0,0
2022-06-21,desktop,SellerNet,Pro Account,Click-Upgrade Pro Account,15,0,0,0
2022-06-21,mobile,SellerNet,Pro Account,Click-Upgrade Pro Account,4,0,0,0
2022-06-21,mobile,SellerNet,Listing Management,Click-View Detail Listing,351,0,0,0
2022-06-21,tablet,SellerNet,Listing Management,Click-View Detail Listing,16,0,0,0
2022-06-21,desktop,SellerNet,Listing Management,Click-View Detail Listing,2452,0,0,0
2022-06-21,tablet,B2B,Engagement,Zoom-Location Insight PDP,16,0,0,0
2022-06-21,desktop,B2B,Engagement,Zoom-Location Insight PDP,1018,0,0,0
2022-06-21,mobile,B2B,Engagement,Zoom-Location Insight PDP,623,0,0,0
2022-06-21,mobile,B2B,Engagement,Click-Location Insight PDP,76,0,0,0
2022-06-21,desktop,B2B,Engagement,Click-Location Insight PDP,176,0,0,0
2022-06-21,tablet,B2B,Engagement,Click-Location Insight PDP,1,0,0,0
2022-06-21,tablet,SellerNet,Listing Management,Click-More Action Menu LMP,50,0,0,0
2022-06-21,mobile,SellerNet,Listing Management,Click-More Action Menu LMP,2947,0,0,0
2022-06-21,desktop,SellerNet,Listing Management,Click-More Action Menu LMP,3905,0,0,0
2022-06-21,tablet,SellerNet,Listing Management,Click-Quick Filter Tab LMP,139,0,0,0
2022-06-21,mobile,SellerNet,Listing Management,Click-Quick Filter Tab LMP,4648,0,0,0
2022-06-21,desktop,SellerNet,Listing Management,Click-Quick Filter Tab LMP,14497,0,0,0
2022-06-21,desktop,SellerNet,Listing Management,Click-Transfer Listing LMP,37,0,0,0
2022-06-21,mobile,SellerNet,Listing Management,Click-Transfer Listing LMP,10,0,0,0
2022-06-21,desktop,B2B,Engagement,Click-View Flat Layout PDP,51,0,0,0
2022-06-21,mobile,B2B,Engagement,Click-View Flat Layout PDP,7,0,0,0
2022-06-21,mobile,SellerNet,Listing Creation,Display-Submission Message,737,0,0,0
2022-06-21,desktop,SellerNet,Listing Creation,Display-Submission Message,4094,0,0,0
2022-06-21,tablet,SellerNet,Listing Creation,Display-Submission Message,27,0,0,0
2022-06-21,desktop,LDP,Engagement,Navigate-HeaderMenu to PLP,48,0,0,0
2022-06-21,desktop,B2B,Engagement,Navigate-HeaderMenu to PLP,384,0,0,0
2022-06-21,mobile,LDP,Engagement,Navigate-HeaderMenu to PLP,3,0,0,0
2022-06-21,desktop,SRP,Engagement,Navigate-HeaderMenu to PLP,137,0,0,0
2022-06-21,mobile,Other Consumer Pages,Engagement,Navigate-HeaderMenu to PLP,72,0,0,0
2022-06-21,mobile,SRP,Engagement,Navigate-HeaderMenu to PLP,20,0,0,0
2022-06-21,mobile,B2B,Engagement,Navigate-HeaderMenu to PLP,28,0,0,0
2022-06-21,desktop,Other Consumer Pages,Engagement,Navigate-HeaderMenu to PLP,160,0,0,0
2022-06-21,mobile,SellerNet,Pro Account,Upgrade Pro Account Result,4,0,0,0
2022-06-21,desktop,SellerNet,Pro Account,Click-Buy Pro Account Topup,15,0,0,0
2022-06-21,mobile,SellerNet,Pro Account,Click-Buy Pro Account Topup,8,0,0,0
2022-06-21,desktop,SellerNet,Pro Account,Click-More Info Pro Account,36,0,0,0
2022-06-21,mobile,SellerNet,Pro Account,Click-More Info Pro Account,15,0,0,0
2022-06-21,tablet,SellerNet,Pro Account,Click-More Info Pro Account,1,0,0,0
2022-06-21,tablet,SRP,Engagement,Navigate From Ad SRP to LDP,1,0,0,0
2022-06-21,mobile,SRP,Engagement,Navigate From Ad SRP to LDP,38,0,0,0
2022-06-21,desktop,SRP,Engagement,Navigate From Ad SRP to LDP,21,0,0,0
2022-06-21,tablet,LDP,Conversion,Click Request Contact button,9,0,0,0
2022-06-21,mobile,LDP,Conversion,Click Request Contact button,682,0,0,0
2022-06-21,desktop,LDP,Conversion,Click Request Contact button,190,0,0,0
2022-06-21,tablet,SellerNet,Listing Management,Click-Confirm Up Listing LMP,255,0,0,0
2022-06-21,desktop,SellerNet,Listing Management,Click-Confirm Up Listing LMP,33740,0,0,0
2022-06-21,mobile,SellerNet,Listing Management,Click-Confirm Up Listing LMP,9388,0,0,0
2022-06-21,mobile,SellerNet,Listing Management,Click-Listing Detail Tab LMP,133,0,0,0
2022-06-21,tablet,SellerNet,Listing Management,Click-Listing Detail Tab LMP,1,0,0,0
2022-06-21,desktop,SellerNet,Listing Management,Click-Listing Detail Tab LMP,370,0,0,0
2022-06-21,tablet,B2B,Engagement,Click-Project Layout Tab PDP,5,0,0,0
2022-06-21,desktop,B2B,Engagement,Click-Project Layout Tab PDP,106,0,0,0
2022-06-21,mobile,B2B,Engagement,Click-Project Layout Tab PDP,65,0,0,0
2022-06-21,mobile,B2B,Engagement,Display-Relative Project PDP,434,0,0,0
2022-06-21,desktop,B2B,Engagement,Display-Relative Project PDP,2365,0,0,0
2022-06-21,tablet,B2B,Engagement,Display-Relative Project PDP,43,0,0,0
2022-06-21,desktop,SellerNet,Pro Account,Click-Auto Extend Pro Account,28,0,0,0
2022-06-21,mobile,SellerNet,Pro Account,Click-Auto Extend Pro Account,2,0,0,0
2022-06-21,mobile,LDP,Engagement,Click-Back To SRP Expired LDP,110,0,0,0
2022-06-21,desktop,LDP,Engagement,Click-Back To SRP Expired LDP,2,0,0,0
2022-06-21,desktop,SellerNet,Pro Account,Click-Group Title LMP Compact,2,0,0,0
2022-06-21,desktop,SellerNet,Listing Management,Click-Request Contact Tab LMP,626,0,0,0
2022-06-21,tablet,SellerNet,Listing Management,Click-Request Contact Tab LMP,2,0,0,0
2022-06-21,mobile,SellerNet,Listing Management,Click-Request Contact Tab LMP,131,0,0,0
2022-06-21,mobile,B2B,Engagement,Click-Show Payment Result PDP,75,0,0,0
2022-06-21,tablet,Legacy,Engagement,Click-Switch to New SellerNet,3,0,0,0
2022-06-21,desktop,Legacy,Engagement,Click-Switch to New SellerNet,266,0,0,0
2022-06-21,desktop,Other Consumer Pages,Engagement,Click-Switch to New SellerNet,36,0,0,0
2022-06-21,desktop,B2B,Engagement,Click-View Detail Payment PDP,66,0,0,0
2022-06-21,mobile,B2B,Engagement,Click-View Detail Payment PDP,53,0,0,0
2022-06-21,desktop,B2B,Engagement,Click-View Layout Picture PDP,6,0,0,0
2022-06-21,mobile,B2B,Engagement,Click-View Layout Picture PDP,15,0,0,0
2022-06-21,mobile,Other Consumer Pages,Engagement,Navigate -Company Page to PDP,15,0,0,0
2022-06-21,desktop,Other Consumer Pages,Engagement,Navigate -Company Page to PDP,11,0,0,0
2022-06-21,desktop,LDP,Engagement,Navigate-Saved Listing to LDP,13,0,0,0
2022-06-21,desktop,Other Consumer Pages,Engagement,Navigate-Saved Listing to LDP,40,0,0,0
2022-06-21,tablet,Other Consumer Pages,Engagement,Navigate-Saved Listing to LDP,5,0,0,0
2022-06-21,desktop,SRP,Engagement,Navigate-Saved Listing to LDP,10,0,0,0
2022-06-21,mobile,Other Consumer Pages,Engagement,Navigate-Saved Listing to LDP,298,0,0,0
2022-06-21,tablet,SellerNet,Listing Creation,Click-Address Detail Input LCP,10,0,0,0
2022-06-21,desktop,SellerNet,Listing Creation,Click-Address Detail Input LCP,939,0,0,0
2022-06-21,mobile,SellerNet,Listing Creation,Click-Address Detail Input LCP,151,0,0,0
2022-06-21,mobile,SellerNet,Pro Account,Click-Buy Pro Account Duration,18,0,0,0
2022-06-21,desktop,SellerNet,Pro Account,Click-Buy Pro Account Duration,165,0,0,0
2022-06-21,tablet,B2B,Engagement,Click-Project Position Tab PDP,1,0,0,0
2022-06-21,desktop,B2B,Engagement,Click-Project Position Tab PDP,84,0,0,0
2022-06-21,mobile,B2B,Engagement,Click-Project Position Tab PDP,44,0,0,0
2022-06-21,mobile,B2B,Engagement,Click-Relevant Project Tab PDP,1,0,0,0
2022-06-21,tablet,B2B,Engagement,Click-Relevant Project Tab PDP,1,0,0,0
2022-06-21,desktop,B2B,Engagement,Click-Relevant Project Tab PDP,29,0,0,0
2022-06-21,mobile,Other Consumer Pages,Engagement,Click-Simmilar Company Profile,4,0,0,0
2022-06-21,tablet,Other Consumer Pages,Engagement,Click-Simmilar Company Profile,2,0,0,0
2022-06-21,desktop,LDP,Engagement,Click-Utility Tool Page on LDP,13,0,0,0
2022-06-21,tablet,LDP,Engagement,Click-Utility Tool Page on LDP,1,0,0,0
2022-06-21,mobile,LDP,Engagement,Click-Utility Tool Page on LDP,1,0,0,0
2022-06-21,desktop,Other Consumer Pages,Engagement,Click-Utility Tool Page on SRP,1,0,0,0
2022-06-21,desktop,SRP,Engagement,Click-Utility Tool Page on SRP,14,0,0,0
2022-06-21,desktop,B2B,Engagement,Add-Custom Location Insight PDP,1,0,0,0
2022-06-21,mobile,B2B,Engagement,Add-Custom Location Insight PDP,1,0,0,0
2022-06-21,desktop,SellerNet,Listing Creation,Click-City Address Dropdown LCP,9042,0,0,0
2022-06-21,mobile,SellerNet,Listing Creation,Click-City Address Dropdown LCP,2,0,0,0
2022-06-21,tablet,SellerNet,Listing Creation,Click-City Address Dropdown LCP,57,0,0,0
2022-06-21,desktop,SellerNet,Pro Account,Click-Group Listing LMP Compact,15,0,0,0
2022-06-21,mobile,SellerNet,Pro Account,Click-Group Listing LMP Compact,1,0,0,0
2022-06-21,mobile,SellerNet,Listing Creation,Click-Ward Address Dropdown LCP,2,0,0,0
2022-06-21,tablet,SellerNet,Listing Creation,Click-Ward Address Dropdown LCP,52,0,0,0
2022-06-21,desktop,SellerNet,Listing Creation,Click-Ward Address Dropdown LCP,9758,0,0,0
2022-06-21,mobile,B2B,Engagement,Navigate-PDP to Company Profile,22,0,0,0
2022-06-21,desktop,B2B,Engagement,Navigate-PDP to Company Profile,22,0,0,0
2022-06-21,desktop,SellerNet,Listing Management,Click-Confirm Delete Listing LMP,499,0,0,0
2022-06-21,tablet,SellerNet,Listing Management,Click-Confirm Delete Listing LMP,2,0,0,0
2022-06-21,mobile,SellerNet,Listing Management,Click-Confirm Delete Listing LMP,162,0,0,0
2022-06-21,desktop,SellerNet,Pro Account,Click-Date Options on Market UPI,1,0,0,0
2022-06-21,mobile,LDP,Engagement,Click-Listing from Same User LDP,2305,0,0,0
2022-06-21,desktop,LDP,Engagement,Click-Listing from Same User LDP,1152,0,0,0
2022-06-21,tablet,LDP,Engagement,Click-Listing from Same User LDP,70,0,0,0
2022-06-21,mobile,B2B,Engagement,Click-Project Layout Section PDP,28,0,0,0
2022-06-21,desktop,B2B,Engagement,Click-Project Layout Section PDP,47,0,0,0
2022-06-21,tablet,B2B,Engagement,Click-Project Layout Section PDP,3,0,0,0
2022-06-21,desktop,SellerNet,Pro Account,Click-Sort LMP Compact by Status,1,0,0,0
2022-06-21,desktop,SRP,Engagement,Navigate-SRP Project Info to PDP,23,0,0,0
2022-06-21,mobile,B2B,Engagement,Click-Collapse Payment Result PDP,5,0,0,0
